order_id,order_date,customer_info,customer_age,location,device_type,items,payment_method,currency,discount_code,shipping_cost,total_amount,order_status,loyalty_points,feedback_score
TXN-103097,2024-03-27T18:54:46.692362,"{""name"": ""James Williams"", ""email"": null, ""phone"": ""(659)295-4877x578""}",68,North Kennethton,Desktop,"[{""product_id"": ""PRD-196"", ""category"": ""Clothing"", ""price"": 364.38, ""quantity"": 1}]",Credit Card,USD,,11.14,377.42,Refunded,36,2.0
TXN-103881,2024-07-29T04:57:11.613082,"{""name"": ""Malik Adams"", ""email"": ""whitney61@example.com"", ""phone"": ""852-956-5405""}",69,Lopezfort,Desktop,"[{""product_id"": ""PRD-196"", ""category"": ""Electronics"", ""price"": 361.26, ""quantity"": 3}, {""product_id"": ""PRD-714"", ""category"": ""Home & Kitchen"", ""price"": 283.73, ""quantity"": 3}, {""product_id"": ""PRD-337"", ""category"": ""Sports"", ""price"": 443.39, ""quantity"": 2}]",CREDITCARD,USD,uu10,13.87,$2837.54,Failed,282,2.0
TXN-102213,2024-09-18T11:06:52.277747,"{""name"": ""Douglas Flores"", ""email"": ""bjackson@example.com"", ""phone"": ""001-381-251-1239x221""}",26,North Brian,,"[{""product_id"": ""PRD-474"", ""category"": ""Sports"", ""price"": 151.56, ""quantity"": 1}, {""product_id"": ""PRD-817"", ""category"": ""Home & Kitchen"", ""price"": 432.31, ""quantity"": 2}]",credit_card,USD,,5.81,1025.99,Failed,101,2.0
TXN-101392,2025-07-12T04:20:26.248002,"{""name"": ""Anna Bruce"", ""email"": ""jacksondavid@example.org"", ""phone"": ""(394)618-0688x27108""}",65,Perezfurt,Desktop,"[{""product_id"": ""PRD-442"", ""category"": ""Books"", ""price"": 275.68, ""quantity"": 1}]",CREDITCARD,USD,,7.64,293.29,Pending,27,1.0
TXN-100516,2025-08-08T12:21:05.676079,"{""name"": ""Kathleen Adams"", ""email"": ""qyork@example.com"", ""phone"": ""512-256-1314""}",40,Baileyport,Mobile,"[{""product_id"": ""PRD-941"", ""category"": ""Electronics"", ""price"": 45.37, ""quantity"": 3}, {""product_id"": ""PRD-398"", ""category"": ""Sports"", ""price"": 113.49, ""quantity"": 3}]",credit_card,USD,,11.37,494.26,Completed,47,1.0
TXN-100125,2024-09-17T17:06:56.978589,"{""name"": ""Jennifer Williams"", ""email"": ""dprice@example.net"", ""phone"": ""(457)694-9403""}",54,North Debrabury,Desktop,"[{""product_id"": ""PRD-871"", ""category"": ""Electronics"", ""price"": 469.86, ""quantity"": 1}, {""product_id"": ""PRD-798"", ""category"": ""Clothing"", ""price"": 337.23, ""quantity"": 2}, {""product_id"": ""PRD-115"", ""category"": ""Sports"", ""price"": 160.77, ""quantity"": 2}]",credit_card,USD,Fh10,5.94,$1485.81,Pending,146,1.0
TXN-100472,08/01/2024 22:33,"{""name"": ""James Clark"", ""email"": ""kedwards@example.com"", ""phone"": ""+1-386-856-1306x8661""}",69,Lindashire,Desktop,"[{""product_id"": ""PRD-485"", ""category"": ""Electronics"", ""price"": 46.59, ""quantity"": 3}]",COD,USD,,7.39,147.96,Completed,13,99.0
TXN-101861,2025-09-28T20:53:12.260794,"{""name"": ""John Hobbs"", ""email"": ""wigginshannah@example.com"", ""phone"": ""912.300.4690""}",40,Coopermouth,Mobile,"[{""product_id"": ""PRD-989"", ""category"": ""Electronics"", ""price"": 380.46, ""quantity"": 1}]",COD,USD,bl10,11.33,394.16,Refunded,38,4.0
TXN-102158,2024-05-26T17:29:18.480682,"{""name"": ""Isaac Carpenter"", ""email"": ""sanchezjuan@example.com"", ""phone"": ""414-749-1172""}",60,Youngton,,"[{""product_id"": ""PRD-429"", ""category"": ""Electronics"", ""price"": 123.2, ""quantity"": 2}, {""product_id"": ""PRD-811"", ""category"": ""Clothing"", ""price"": 128.32, ""quantity"": 1}, {""product_id"": ""PRD-976"", ""category"": ""Clothing"", ""price"": 258.45, ""quantity"": 3}]",credit_card,USD,,10.1,1156.65,Pending,115,3.0
TXN-101006,2025-10-13T22:28:23.391462,"{""name"": ""Andrew Terrell"", ""email"": ""johnsonsonya@example.org"", ""phone"": ""+1-941-315-2887""}",31,Mckinneyport,Desktop,"[{""product_id"": ""PRD-813"", ""category"": ""Clothing"", ""price"": 461.88, ""quantity"": 1}, {""product_id"": ""PRD-111"", ""category"": ""Electronics"", ""price"": 438.16, ""quantity"": 3}, {""product_id"": ""PRD-240"", ""category"": ""Sports"", ""price"": 68.57, ""quantity"": 2}]",CREDITCARD,USD,BO10,7.74,1932.69,Pending,191,4.0
TXN-103949,2025-11-08T05:47:21.140318,"{""name"": ""Kathryn Davis"", ""email"": ""joshua71@example.net"", ""phone"": ""670-711-7256x89409""}",41,East Wesleyview,Desktop,"[{""product_id"": ""PRD-724"", ""category"": ""Home & Kitchen"", ""price"": 120.25, ""quantity"": 1}, {""product_id"": ""PRD-621"", ""category"": ""Clothing"", ""price"": 236.76, ""quantity"": 1}]",CREDITCARD,USD,,13.86,$366.58,Refunded,35,3.0
TXN-104901,2025-02-03T03:22:41.398061,"{""name"": ""Felicia Walsh"", ""email"": ""thomas77@example.org"", ""phone"": ""732-577-4353x780""}",53,East Jeffreyview,Desktop,"[{""product_id"": ""PRD-737"", ""category"": ""Sports"", ""price"": 316.3, ""quantity"": 2}, {""product_id"": ""PRD-733"", ""category"": ""Books"", ""price"": 419.82, ""quantity"": 2}, {""product_id"": ""PRD-317"", ""category"": ""Clothing"", ""price"": 47.32, ""quantity"": 3}]",Credit Card,USD,,9.36,1621.36,Failed,161,3.0
TXN-100310,2024-09-13T18:49:37.301876,"{""name"": ""Kenneth Lamb"", ""email"": ""shawdan@example.net"", ""phone"": ""591.387.3306x5569""}",59,Laurenborough,Desktop,"[{""product_id"": ""PRD-221"", ""category"": ""Electronics"", ""price"": 63.4, ""quantity"": 3}]",CREDITCARD,USD,,10.3,209.22,Pending,19,1.0
TXN-104693,2025-03-09T13:46:44.488778,"{""name"": ""Michelle Warren"", ""email"": ""robertrobinson@example.com"", ""phone"": ""(833)501-9645""}",57,New Jeffreyberg,Desktop,"[{""product_id"": ""PRD-955"", ""category"": ""Clothing"", ""price"": 401.32, ""quantity"": 1}, {""product_id"": ""PRD-713"", ""category"": ""Home & Kitchen"", ""price"": 412.21, ""quantity"": 3}]",COD,USD,,12.72,1649.85,Completed,163,5.0
TXN-101355,2024-04-20T14:35:00.396152,"{""name"": ""Kenneth Craig"", ""email"": ""theresa65@example.net"", ""phone"": ""318-898-2574x13617""}",39,Nathanielchester,Desktop,"[{""product_id"": ""PRD-619"", ""category"": ""Home & Kitchen"", ""price"": 77.72, ""quantity"": 1}]",COD,USD,,14.22,95.82,Refunded,7,5.0
TXN-100700,2025-01-04T14:26:35.653598,"{""name"": ""Michael Clayton"", ""email"": ""jessica17@example.net"", ""phone"": ""(971)691-7066x3001""}",22,South Heathertown,,"[{""product_id"": ""PRD-245"", ""category"": ""Clothing"", ""price"": 406.23, ""quantity"": 3}]",PayPal,USD,ja10,5.73,1234.8,Completed,121,
TXN-100379,07/12/2024 23:43,"{""name"": ""Thomas Stephenson"", ""email"": ""njones@example.com"", ""phone"": ""+1-946-973-9338x158""}",18,West Rebeccaburgh,,"[{""product_id"": ""PRD-899"", ""category"": ""Home & Kitchen"", ""price"": 93.01, ""quantity"": 1}]",PayPal,USD,,7.74,100.85,Failed,9,99.0
TXN-101029,2025-04-18T18:22:39.902056,"{""name"": ""Jeffrey Hobbs"", ""email"": ""zkent@example.com"", ""phone"": ""001-360-793-2156x72460""}",58,Tiffanystad,Desktop,"[{""product_id"": ""PRD-419"", ""category"": ""Electronics"", ""price"": 299.86, ""quantity"": 3}, {""product_id"": ""PRD-663"", ""category"": ""Electronics"", ""price"": 360.47, ""quantity"": 2}, {""product_id"": ""PRD-367"", ""category"": ""Sports"", ""price"": 120.56, ""quantity"": 3}]",CREDITCARD,USD,si10,5.11,1987.24,Failed,198,3.0
TXN-101656,2024-04-05T20:21:31.294611,"{""name"": ""Leslie Hayes"", ""email"": ""amber00@example.org"", ""phone"": ""(510)230-9547x11673""}",46,South Kaitlynmouth,Mobile,"[{""product_id"": ""PRD-662"", ""category"": ""Books"", ""price"": 223.5, ""quantity"": 3}, {""product_id"": ""PRD-208"", ""category"": ""Clothing"", ""price"": 212.68, ""quantity"": 2}, {""product_id"": ""PRD-551"", ""category"": ""Electronics"", ""price"": 313.6, ""quantity"": 3}]",PayPal,USD,XO10,12.96,2048.49,Pending,203,3.0
TXN-101430,18/07/2024 22:41,"{""name"": ""Brandon Robbins"", ""email"": ""villegaswilliam@example.com"", ""phone"": ""2988733340""}",43,Lesliefurt,Desktop,"[{""product_id"": ""PRD-198"", ""category"": ""Clothing"", ""price"": 307.52, ""quantity"": 3}]",Credit Card,USD,,8.34,934.34,Completed,92,1.0
TXN-100002,2024-09-13T14:08:55.456667,"{""name"": ""Brandi Cordova"", ""email"": ""danielnelson@example.net"", ""phone"": ""+1-494-734-5858x84496""}",54,East Ross,,"[{""product_id"": ""PRD-558"", ""category"": ""Electronics"", ""price"": 441.4, ""quantity"": 2}, {""product_id"": ""PRD-707"", ""category"": ""Clothing"", ""price"": 98.87, ""quantity"": 1}]",credit_card,USD,Mg10,6.28,994.01,Refunded,98,99.0
TXN-103476,2024-03-30T06:05:45.089830,"{""name"": ""Cody Davis"", ""email"": ""thomas72@example.org"", ""phone"": ""349.634.6614x221""}",55,Stephaniefurt,Desktop,"[{""product_id"": ""PRD-721"", ""category"": ""Sports"", ""price"": 308.44, ""quantity"": 3}, {""product_id"": ""PRD-726"", ""category"": ""Electronics"", ""price"": 104.38, ""quantity"": 3}]",COD,USD,,6.71,$1247.69,Pending,123,
TXN-101341,04/04/2025 12:57,"{""name"": ""Michael Andrews"", ""email"": ""christopher32@example.net"", ""phone"": ""(838)982-9087x9180""}",34,East Moniqueview,,"[{""product_id"": ""PRD-600"", ""category"": ""Electronics"", ""price"": 294.41, ""quantity"": 2}]",PayPal,USD,,7.48,602.85,Pending,58,5.0
TXN-104686,2024-12-27T12:56:13.310708,"{""name"": ""Kelly Peterson"", ""email"": ""pmartinez@example.net"", ""phone"": ""898.834.2414x8296""}",35,Lake Sarahchester,Desktop,"[{""product_id"": ""PRD-663"", ""category"": ""Sports"", ""price"": 229.23, ""quantity"": 1}, {""product_id"": ""PRD-931"", ""category"": ""Books"", ""price"": 299.62, ""quantity"": 2}]",credit_card,USD,,9.34,836.62,Refunded,82,2.0
TXN-102530,23/03/2024 13:07,"{""name"": ""Tanner Hobbs"", ""email"": ""wpayne@example.net"", ""phone"": ""930-655-7576x31709""}",21,Kathyfort,Desktop,"[{""product_id"": ""PRD-771"", ""category"": ""Home & Kitchen"", ""price"": 191.07, ""quantity"": 1}, {""product_id"": ""PRD-469"", ""category"": ""Books"", ""price"": 138.52, ""quantity"": 1}, {""product_id"": ""PRD-140"", ""category"": ""Sports"", ""price"": 378.07, ""quantity"": 3}]",Credit Card,USD,,14.48,1472.49,Pending,146,2.0
TXN-101301,2024-10-11T23:01:07.509827,"{""name"": ""Sue Gonzalez"", ""email"": ""williamsanders@example.org"", ""phone"": ""+1-382-512-0145x385""}",30,Albertville,Desktop,"[{""product_id"": ""PRD-769"", ""category"": ""Clothing"", ""price"": 84.91, ""quantity"": 1}, {""product_id"": ""PRD-313"", ""category"": ""Clothing"", ""price"": 240.06, ""quantity"": 1}]",CREDITCARD,USD,lE10,13.73,335.2,Pending,32,4.0
TXN-101571,2025-04-29T21:25:51.524935,"{""name"": ""Rachel Lee"", ""email"": ""cynthiagoodman@example.org"", ""phone"": ""(603)910-3778""}",twenty,East Karenborough,,"[{""product_id"": ""PRD-259"", ""category"": ""Books"", ""price"": 12.91, ""quantity"": 2}, {""product_id"": ""PRD-225"", ""category"": ""Clothing"", ""price"": 441.82, ""quantity"": 2}, {""product_id"": ""PRD-175"", ""category"": ""Books"", ""price"": 103.58, ""quantity"": 2}]",COD,USD,lz10,14.47,$1126.21,Pending,111,
TXN-102411,2025-01-16T02:38:59.263119,"{""name"": ""Thomas Aguilar"", ""email"": ""jenniferharrison@example.net"", ""phone"": ""974.374.4518x5028""}",65,North Carla,Desktop,"[{""product_id"": ""PRD-714"", ""category"": ""Electronics"", ""price"": 207.16, ""quantity"": 3}]",Credit Card,USD,,13.35,628.37,Completed,62,3.0
TXN-104535,2024-06-18T14:01:04.823706,"{""name"": ""Andrew Gray"", ""email"": ""justingray@example.net"", ""phone"": ""924.209.4044""}",69,New Carl,Mobile,"[{""product_id"": ""PRD-169"", ""category"": ""Clothing"", ""price"": 319.08, ""quantity"": 2}, {""product_id"": ""PRD-124"", ""category"": ""Electronics"", ""price"": 324.29, ""quantity"": 2}, {""product_id"": ""PRD-216"", ""category"": ""Books"", ""price"": 423.92, ""quantity"": 2}]",CREDITCARD,USD,,6.39,2153.53,Completed,213,
TXN-102132,2024-08-31T03:52:33.190867,"{""name"": ""Calvin Carter"", ""email"": ""petersonedward@example.net"", ""phone"": ""(675)346-8675x1280""}",20,Port Jamesburgh,Desktop,"[{""product_id"": ""PRD-945"", ""category"": ""Sports"", ""price"": 94.59, ""quantity"": 3}, {""product_id"": ""PRD-505"", ""category"": ""Electronics"", ""price"": 83.19, ""quantity"": 2}]",Credit Card,USD,,10.97,467.13,Failed,45,99.0
TXN-103720,2025-01-20T00:41:11.073477,"{""name"": ""Heather Jimenez"", ""email"": ""weisschad@example.org"", ""phone"": ""642-239-1740x564""}",46,Sandershaven,Desktop,"[{""product_id"": ""PRD-430"", ""category"": ""Sports"", ""price"": 63.51, ""quantity"": 1}, {""product_id"": ""PRD-863"", ""category"": ""Clothing"", ""price"": 277.92, ""quantity"": 3}]",credit_card,USD,,14.66,906.84,Completed,89,2.0
TXN-101579,2025-07-30T23:00:50.644997,"{""name"": ""Mrs. Dana Higgins"", ""email"": ""bradleykristen@example.com"", ""phone"": ""001-810-962-8167x96488""}",31,New Carmenview,Desktop,"[{""product_id"": ""PRD-552"", ""category"": ""Electronics"", ""price"": 107.76, ""quantity"": 2}, {""product_id"": ""PRD-297"", ""category"": ""Home & Kitchen"", ""price"": 141.76, ""quantity"": 3}, {""product_id"": ""PRD-294"", ""category"": ""Electronics"", ""price"": 249.39, ""quantity"": 1}]",CREDITCARD,USD,,14.41,902.9,Refunded,89,1.0
TXN-100756,2024-02-12T12:46:00.622169,"{""name"": ""Jesse Griffin"", ""email"": null, ""phone"": ""912-602-2359x91103""}",50,Kathrynport,Desktop,"[{""product_id"": ""PRD-669"", ""category"": ""Electronics"", ""price"": 33.3, ""quantity"": 2}, {""product_id"": ""PRD-556"", ""category"": ""Home & Kitchen"", ""price"": 63.75, ""quantity"": 2}, {""product_id"": ""PRD-192"", ""category"": ""Home & Kitchen"", ""price"": 161.34, ""quantity"": 1}]",Credit Card,USD,Zy10,12.37,375.1,Refunded,35,5.0
TXN-100092,2025-01-03T04:12:20.399050,"{""name"": ""Jennifer Thomas"", ""email"": ""david08@example.net"", ""phone"": ""282.631.8663""}",49,East Kellieberg,Mobile,"[{""product_id"": ""PRD-494"", ""category"": ""Books"", ""price"": 448.59, ""quantity"": 3}, {""product_id"": ""PRD-220"", ""category"": ""Electronics"", ""price"": 11.65, ""quantity"": 2}]",credit_card,USD,,11.79,1386.76,Refunded,136,5.0
TXN-102331,2025-06-14T07:42:17.121257,"{""name"": ""Jason Olson"", ""email"": ""davispamela@example.com"", ""phone"": ""(532)660-1492x56128""}",51,Williamburgh,Mobile,"[{""product_id"": ""PRD-986"", ""category"": ""Books"", ""price"": 443.67, ""quantity"": 1}]",Credit Card,USD,nT10,9.92,451.21,Pending,44,3.0
TXN-101985,2025-08-01T23:45:57.389739,"{""name"": ""Kristine Arnold"", ""email"": ""armstrongjoel@example.net"", ""phone"": ""001-412-758-7090""}",28,Jessicabury,,"[{""product_id"": ""PRD-656"", ""category"": ""Home & Kitchen"", ""price"": 140.88, ""quantity"": 1}, {""product_id"": ""PRD-750"", ""category"": ""Clothing"", ""price"": 182.35, ""quantity"": 2}]",PayPal,USD,vM10,6.96,518.23,Refunded,50,3.0
TXN-104364,2024-07-24T02:20:55.642238,"{""name"": ""Edwin Haynes MD"", ""email"": ""lewismatthew@example.net"", ""phone"": ""001-821-207-6365x581""}",twenty,Lake Russellfurt,Mobile,"[{""product_id"": ""PRD-735"", ""category"": ""Home & Kitchen"", ""price"": 157.37, ""quantity"": 3}]",PayPal,USD,,12.14,$479.35,Refunded,47,1.0
TXN-100634,2025-04-04T18:04:55.708715,"{""name"": ""Mark Andrade"", ""email"": ""robert43@example.com"", ""phone"": ""505.315.7982x4847""}",34,West Melissashire,,"[{""product_id"": ""PRD-960"", ""category"": ""Clothing"", ""price"": 375.81, ""quantity"": 1}, {""product_id"": ""PRD-941"", ""category"": ""Books"", ""price"": 87.31, ""quantity"": 2}, {""product_id"": ""PRD-360"", ""category"": ""Clothing"", ""price"": 119.15, ""quantity"": 1}]",CREDITCARD,USD,,5.39,684.23,Completed,66,1.0
TXN-102290,18/10/2025 19:28,"{""name"": ""Steven Barnes"", ""email"": ""lisa65@example.com"", ""phone"": ""372-636-8148""}",48,New Ashleyborough,Desktop,"[{""product_id"": ""PRD-465"", ""category"": ""Home & Kitchen"", ""price"": 225.73, ""quantity"": 2}]",COD,USD,,9.2,468.65,Completed,45,5.0
TXN-100525,12/01/2025 15:07,"{""name"": ""Sarah Douglas"", ""email"": ""gschwartz@example.com"", ""phone"": ""533.203.2746""}",55,New Shawna,Mobile,"[{""product_id"": ""PRD-329"", ""category"": ""Clothing"", ""price"": 332.21, ""quantity"": 1}, {""product_id"": ""PRD-782"", ""category"": ""Home & Kitchen"", ""price"": 277.9, ""quantity"": 2}, {""product_id"": ""PRD-836"", ""category"": ""Sports"", ""price"": 39.27, ""quantity"": 2}]",Credit Card,USD,,7.94,$974.68,Failed,96,4.0
TXN-103669,2025-08-03T16:21:43.939093,"{""name"": ""Jordan Espinoza"", ""email"": ""lukewilliams@example.com"", ""phone"": ""790.537.0252""}",39,West Kristenville,,"[{""product_id"": ""PRD-688"", ""category"": ""Electronics"", ""price"": 292.11, ""quantity"": 1}, {""product_id"": ""PRD-842"", ""category"": ""Sports"", ""price"": 332.99, ""quantity"": 2}, {""product_id"": ""PRD-657"", ""category"": ""Sports"", ""price"": 85.23, ""quantity"": 2}]",Credit Card,USD,,12.53,1142.45,Refunded,112,5.0
TXN-104871,2024-04-22T02:01:59.541179,"{""name"": ""Brian Moore"", ""email"": ""michael52@example.net"", ""phone"": ""+1-920-443-5053x02248""}",57,Brianstad,Desktop,"[{""product_id"": ""PRD-114"", ""category"": ""Sports"", ""price"": 234.8, ""quantity"": 3}, {""product_id"": ""PRD-532"", ""category"": ""Electronics"", ""price"": 132.7, ""quantity"": 2}, {""product_id"": ""PRD-811"", ""category"": ""Books"", ""price"": 367.15, ""quantity"": 2}]",Credit Card,USD,,12.82,$1715.95,Completed,170,1.0
TXN-103702,2025-10-21T10:34:48.532023,"{""name"": ""Jacob Joseph"", ""email"": ""tcox@example.org"", ""phone"": ""737.665.0770""}",47,West Kimberly,Mobile,"[{""product_id"": ""PRD-323"", ""category"": ""Sports"", ""price"": 362.71, ""quantity"": 3}, {""product_id"": ""PRD-926"", ""category"": ""Electronics"", ""price"": 217.23, ""quantity"": 1}]",credit_card,USD,zs10,8.05,1321.06,Failed,130,3.0
TXN-100750,2024-04-12T13:02:00.502452,"{""name"": ""Sandra Nelson"", ""email"": ""dennisashley@example.com"", ""phone"": ""+1-452-579-8779x4628""}",42,Gilbertberg,Mobile,"[{""product_id"": ""PRD-615"", ""category"": ""Electronics"", ""price"": 143.92, ""quantity"": 3}, {""product_id"": ""PRD-515"", ""category"": ""Sports"", ""price"": 170.9, ""quantity"": 1}]",credit_card,USD,,10.89,610.96,Completed,60,1.0
TXN-101646,2024-05-11T10:00:29.851914,"{""name"": ""Rachel Randolph"", ""email"": ""pricejames@example.com"", ""phone"": ""+1-261-275-2368x32280""}",35,Alvinport,Desktop,"[{""product_id"": ""PRD-675"", ""category"": ""Home & Kitchen"", ""price"": 259.4, ""quantity"": 2}, {""product_id"": ""PRD-674"", ""category"": ""Sports"", ""price"": 162.41, ""quantity"": 3}, {""product_id"": ""PRD-542"", ""category"": ""Electronics"", ""price"": 154.13, ""quantity"": 1}]",PayPal,USD,Dv10,7.47,1175.96,Completed,116,2.0
TXN-102292,2025-06-19T07:48:50.290218,"{""name"": ""Anthony Cole"", ""email"": ""gshaw@example.net"", ""phone"": ""573.841.7400x8800""}",42,West Brendatown,,"[{""product_id"": ""PRD-314"", ""category"": ""Electronics"", ""price"": 225.79, ""quantity"": 2}]",PayPal,USD,Mm10,13.56,461.31,Failed,45,
TXN-101804,2025-11-29T07:34:21.001259,"{""name"": ""Timothy Duncan"", ""email"": ""xhale@example.org"", ""phone"": ""912-650-8031""}",61,North Richard,Mobile,"[{""product_id"": ""PRD-555"", ""category"": ""Home & Kitchen"", ""price"": 60.77, ""quantity"": 2}, {""product_id"": ""PRD-415"", ""category"": ""Electronics"", ""price"": 223.08, ""quantity"": 3}, {""product_id"": ""PRD-604"", ""category"": ""Clothing"", ""price"": 179.63, ""quantity"": 3}]",credit_card,USD,,14.7,1347.58,Refunded,132,5.0
TXN-102645,2025-05-07T07:44:36.501241,"{""name"": ""Kenneth White"", ""email"": ""john82@example.org"", ""phone"": ""+1-222-619-5332x259""}",59,Marktown,,"[{""product_id"": ""PRD-758"", ""category"": ""Electronics"", ""price"": 483.29, ""quantity"": 1}]",COD,USD,,6.96,$489.93,Refunded,48,
TXN-103398,2025-02-01T22:55:39.907104,"{""name"": ""Douglas Rodriguez"", ""email"": ""robert40@example.org"", ""phone"": ""+1-479-591-2121""}",31,Lake Cynthia,Desktop,"[{""product_id"": ""PRD-230"", ""category"": ""Home & Kitchen"", ""price"": 273.39, ""quantity"": 1}, {""product_id"": ""PRD-938"", ""category"": ""Home & Kitchen"", ""price"": 105.82, ""quantity"": 1}, {""product_id"": ""PRD-803"", ""category"": ""Clothing"", ""price"": 188.74, ""quantity"": 1}]",CREDITCARD,USD,,8.7,585.45,Pending,56,
TXN-101185,2025-10-26T18:47:53.813566,"{""name"": ""Brian Reyes"", ""email"": ""fisherstacey@example.org"", ""phone"": ""+1-545-725-7943x84193""}",23,West Veronicaland,,"[{""product_id"": ""PRD-156"", ""category"": ""Sports"", ""price"": 32.54, ""quantity"": 2}]",Credit Card,USD,UJ10,14.99,81.9,Completed,6,99.0
TXN-104738,2024-02-21T18:30:29.166856,"{""name"": ""Justin Blackwell"", ""email"": null, ""phone"": ""967.985.2049""}",18,West Randall,Mobile,"[{""product_id"": ""PRD-330"", ""category"": ""Electronics"", ""price"": 225.92, ""quantity"": 2}, {""product_id"": ""PRD-437"", ""category"": ""Clothing"", ""price"": 10.15, ""quantity"": 2}, {""product_id"": ""PRD-925"", ""category"": ""Books"", ""price"": 241.89, ""quantity"": 1}]",Credit Card,USD,,14.28,720.73,Failed,71,5.0
TXN-101771,2024-04-01T14:36:47.856431,"{""name"": ""Stephen Nguyen"", ""email"": ""stephaniecooke@example.com"", ""phone"": ""(381)515-3819x687""}",56,New Matthewborough,Desktop,"[{""product_id"": ""PRD-876"", ""category"": ""Books"", ""price"": 447.99, ""quantity"": 2}, {""product_id"": ""PRD-630"", ""category"": ""Electronics"", ""price"": 391.71, ""quantity"": 2}]",COD,USD,eI10,7.41,1689.33,Completed,167,
TXN-102929,2025-04-13T16:02:32.689857,"{""name"": ""Sharon Reyes"", ""email"": ""dwebb@example.org"", ""phone"": ""785.235.7754x615""}",27,Lake Joshuafurt,Desktop,"[{""product_id"": ""PRD-269"", ""category"": ""Sports"", ""price"": 391.85, ""quantity"": 1}, {""product_id"": ""PRD-410"", ""category"": ""Books"", ""price"": 314.7, ""quantity"": 1}, {""product_id"": ""PRD-305"", ""category"": ""Clothing"", ""price"": 111.82, ""quantity"": 3}]",Credit Card,USD,,12.23,1048.26,Refunded,104,3.0
TXN-103926,2025-03-12T03:51:15.381166,"{""name"": ""Melissa Diaz"", ""email"": ""andreaharris@example.com"", ""phone"": ""(379)918-8311""}",22,New Danielborough,Desktop,"[{""product_id"": ""PRD-184"", ""category"": ""Electronics"", ""price"": 145.96, ""quantity"": 1}, {""product_id"": ""PRD-724"", ""category"": ""Clothing"", ""price"": 71.96, ""quantity"": 1}]",PayPal,USD,aT10,11.14,235.16,Pending,21,1.0
TXN-101493,2024-11-08T17:55:06.341667,"{""name"": ""Ronald Franklin"", ""email"": ""cmoreno@example.org"", ""phone"": ""(497)831-8486""}",35,East Selenafurt,,"[{""product_id"": ""PRD-681"", ""category"": ""Electronics"", ""price"": 47.1, ""quantity"": 1}, {""product_id"": ""PRD-211"", ""category"": ""Sports"", ""price"": 475.39, ""quantity"": 2}]",COD,USD,TC10,5.93,1012.14,Completed,99,
TXN-100185,2025-04-23T20:38:48.310871,"{""name"": ""Samuel Stout"", ""email"": ""kelleyjacqueline@example.org"", ""phone"": ""001-390-470-4486x020""}",63,Stacyberg,,"[{""product_id"": ""PRD-899"", ""category"": ""Clothing"", ""price"": 248.14, ""quantity"": 3}]",COD,USD,,6.19,752.55,Completed,74,2.0
TXN-101279,2024-10-26T05:35:16.685292,"{""name"": ""Priscilla Dixon"", ""email"": ""tammy01@example.net"", ""phone"": ""(259)678-9050x370""}",66,North Ginamouth,,"[{""product_id"": ""PRD-600"", ""category"": ""Electronics"", ""price"": 14.67, ""quantity"": 3}]",COD,USD,on10,5.66,$63.36,Refunded,4,2.0
TXN-100562,2025-06-26T04:10:36.950734,"{""name"": ""Patricia Jones"", ""email"": ""jamesanthony@example.org"", ""phone"": ""(508)899-9251x571""}",47,Maloneview,Desktop,"[{""product_id"": ""PRD-849"", ""category"": ""Home & Kitchen"", ""price"": 69.76, ""quantity"": 1}]",CREDITCARD,USD,,14.31,$86.92,Completed,6,4.0
TXN-103999,2025-09-17T13:15:43.552899,"{""name"": ""Mr. Michael Cooper"", ""email"": ""davidking@example.net"", ""phone"": ""+1-597-266-4415""}",29,Katherineton,Desktop,"[{""product_id"": ""PRD-970"", ""category"": ""Electronics"", ""price"": 219.95, ""quantity"": 3}, {""product_id"": ""PRD-544"", ""category"": ""Electronics"", ""price"": 189.69, ""quantity"": 2}]",CREDITCARD,USD,,12.84,1058.53,Refunded,103,2.0
TXN-101341,04/04/2025 12:57,"{""name"": ""Michael Andrews"", ""email"": ""christopher32@example.net"", ""phone"": ""(838)982-9087x9180""}",34,East Moniqueview,,"[{""product_id"": ""PRD-600"", ""category"": ""Electronics"", ""price"": 294.41, ""quantity"": 2}]",PayPal,USD,,7.48,602.85,Pending,58,5.0
TXN-100585,2024-08-14T04:53:21.128822,"{""name"": ""Amber Arnold"", ""email"": ""brandycombs@example.net"", ""phone"": ""(934)641-4088x270""}",51,Cruzmouth,Desktop,"[{""product_id"": ""PRD-737"", ""category"": ""Electronics"", ""price"": 163.16, ""quantity"": 3}, {""product_id"": ""PRD-293"", ""category"": ""Books"", ""price"": 108.58, ""quantity"": 1}]",Credit Card,USD,,5.47,$610.83,Failed,59,1.0
TXN-103945,2025-05-24T22:30:43.249652,"{""name"": ""Kimberly Lester"", ""email"": ""jamesmartinez@example.net"", ""phone"": ""417.601.0525x333""}",thirty-five,Joshuaborough,,"[{""product_id"": ""PRD-184"", ""category"": ""Clothing"", ""price"": 484.71, ""quantity"": 1}, {""product_id"": ""PRD-391"", ""category"": ""Sports"", ""price"": 405.96, ""quantity"": 1}]",COD,USD,yi10,5.88,$910.3,Completed,89,99.0
